rider,course,distance_m,power_w
female_climber,Tokyo,10597,300
female_climber,Tokyo,10621,300
female_climber,Tokyo,10645,300
female_climber,Tokyo,10669,300
female_climber,Tokyo,10693,300
female_climber,Tokyo,10716,300
female_climber,Tokyo,10740,300
female_climber,Tokyo,10764,300
female_climber,Tokyo,10788,300
female_climber,Tokyo,10812,300
female_climber,Tokyo,10836,300
female_climber,Tokyo,10860,300
female_climber,Tokyo,10884,300
female_climber,Tokyo,10908,300
female_climber,Tokyo,10932,300
female_climber,Tokyo,10961,282
female_climber,Tokyo,11000,282
female_climber,Tokyo,11044,282
female_climber,Tokyo,11090,282
female_climber,Tokyo,11137,282
female_climber,Tokyo,11185,282
female_climber,Tokyo,11234,282
female_climber,Tokyo,11283,282
female_climber,Tokyo,11340,282
female_climber,Tokyo,11407,282
female_climber,Tokyo,11479,282
female_climber,Tokyo,11554,282
female_climber,Tokyo,11631,282
female_climber,Tokyo,11710,282
female_climber,Tokyo,11789,282
female_climber,Tokyo,11869,282
female_climber,Tokyo,11949,282
female_climber,Tokyo,12029,282
female_climber,Tokyo,12110,282
female_climber,Tokyo,12190,282
female_climber,Tokyo,12270,282
female_climber,Tokyo,12351,282
female_climber,Tokyo,12431,282
female_climber,Tokyo,12512,282
female_climber,Tokyo,12593,282
female_climber,Tokyo,12675,282
female_climber,Tokyo,12757,282
female_climber,Tokyo,12838,282
female_climber,Tokyo,12920,282
female_climber,Tokyo,13002,282
female_climber,Tokyo,13084,282
female_climber,Tokyo,13166,282
female_climber,Tokyo,13248,282
female_climber,Tokyo,13330,282
female_climber,Tokyo,13412,282
female_climber,Tokyo,13494,282
female_climber,Tokyo,13577,282
female_climber,Tokyo,13659,282
female_climber,Tokyo,13741,282
female_climber,Tokyo,13823,282
female_climber,Tokyo,13905,282
female_climber,Tokyo,13987,282
female_climber,Tokyo,14069,282
female_climber,Tokyo,14151,282
female_climber,Tokyo,14233,282
female_climber,Tokyo,14315,282
female_climber,Tokyo,14397,282
female_climber,Tokyo,14479,282
female_climber,Tokyo,14560,282
female_climber,Tokyo,14638,282
female_climber,Tokyo,14715,282
female_climber,Tokyo,14791,282
female_climber,Tokyo,14867,282
female_climber,Tokyo,14942,282
female_climber,Tokyo,15017,282
female_climber,Tokyo,15091,282
female_climber,Tokyo,15166,282
female_climber,Tokyo,15241,282
female_climber,Tokyo,15315,282
female_climber,Tokyo,15390,282
female_climber,Tokyo,15463,282
female_climber,Tokyo,15535,282
female_climber,Tokyo,15604,282
female_climber,Tokyo,15673,282
female_climber,Tokyo,15742,282
female_climber,Tokyo,15810,282
female_climber,Tokyo,15877,282
female_climber,Tokyo,15942,282
female_climber,Tokyo,16003,282
female_climber,Tokyo,16063,282
female_climber,Tokyo,16122,282
female_climber,Tokyo,16180,282
female_climber,Tokyo,16238,282
female_climber,Tokyo,16295,282
female_climber,Tokyo,16352,282
female_climber,Tokyo,16409,281
female_climber,Tokyo,16466,281
female_climber,Tokyo,16523,280
female_climber,Tokyo,16578,263
female_climber,Tokyo,16625,263
female_climber,Tokyo,16668,263
female_climber,Tokyo,16708,263
female_climber,Tokyo,16746,263
female_climber,Tokyo,16783,263
female_climber,Tokyo,16820,263
female_climber,Tokyo,16857,263
female_climber,Tokyo,16893,263
female_climber,Tokyo,16929,263
female_climber,Tokyo,16965,263
female_climber,Tokyo,17002,263
female_climber,Tokyo,17033,278
female_climber,Tokyo,17058,278
female_climber,Tokyo,17082,277
female_climber,Tokyo,17105,277
female_climber,Tokyo,17129,276
female_climber,Tokyo,17152,276
female_climber,Tokyo,17175,276
female_climber,Tokyo,17198,275
female_climber,Tokyo,17221,275
female_climber,Tokyo,17243,274
female_climber,Tokyo,17266,274
female_climber,Tokyo,17289,274
female_climber,Tokyo,17312,273
female_climber,Tokyo,17335,273
female_climber,Tokyo,17359,273
female_climber,Tokyo,17387,272
female_climber,Tokyo,17416,272
female_climber,Tokyo,17445,272
female_climber,Tokyo,17475,272
female_climber,Tokyo,17505,271
female_climber,Tokyo,17535,271
female_climber,Tokyo,17565,271
female_climber,Tokyo,17594,271
female_climber,Tokyo,17624,270
female_climber,Tokyo,17654,270
female_climber,Tokyo,17684,270
female_climber,Tokyo,17714,270
female_climber,Tokyo,17743,269
female_climber,Tokyo,17773,269
female_climber,Tokyo,17803,269
female_climber,Tokyo,17838,239
female_climber,Tokyo,17878,239
female_climber,Tokyo,17921,239
female_climber,Tokyo,17967,239
female_climber,Tokyo,18014,239
female_climber,Tokyo,18061,239
female_climber,Tokyo,18109,239
female_climber,Tokyo,18157,239
female_climber,Tokyo,18206,239
female_climber,Tokyo,18254,239
female_climber,Tokyo,18303,239
female_climber,Tokyo,18352,239
female_climber,Tokyo,18400,239
female_climber,Tokyo,18449,239
female_climber,Tokyo,18498,239
female_climber,Tokyo,18547,239
female_climber,Tokyo,18595,239
female_climber,Tokyo,18644,239
female_climber,Tokyo,18693,239
female_climber,Tokyo,18743,282
female_climber,Tokyo,18796,282
female_climber,Tokyo,18851,282
female_climber,Tokyo,18908,282
female_climber,Tokyo,18966,282
female_climber,Tokyo,19024,282
female_climber,Tokyo,19082,282
female_climber,Tokyo,19141,282
female_climber,Tokyo,19200,282
female_climber,Tokyo,19259,282
female_climber,Tokyo,19318,282
female_climber,Tokyo,19377,282
female_climber,Tokyo,19436,282
female_climber,Tokyo,19495,282
female_climber,Tokyo,19554,282
female_climber,Tokyo,19613,282
female_climber,Tokyo,19672,282
female_climber,Tokyo,19732,282
female_climber,Tokyo,19791,282
female_climber,Tokyo,19850,282
female_climber,Tokyo,19908,282
female_climber,Tokyo,19967,282
female_climber,Tokyo,20025,282
female_climber,Tokyo,20082,282
female_climber,Tokyo,20140,282
female_climber,Tokyo,20198,282
female_climber,Tokyo,20255,282
female_climber,Tokyo,20313,282
female_climber,Tokyo,20371,282
female_climber,Tokyo,20431,282
female_climber,Tokyo,20491,282
female_climber,Tokyo,20553,282
female_climber,Tokyo,20614,282
female_climber,Tokyo,20675,282
female_climber,Tokyo,20737,282
female_climber,Tokyo,20799,282
female_climber,Tokyo,20861,282
female_climber,Tokyo,20922,282
female_climber,Tokyo,20984,282
female_climber,Tokyo,21046,282
female_climber,Tokyo,21108,282
female_climber,Tokyo,21170,282
female_climber,Tokyo,21232,282
female_climber,Tokyo,21294,282
female_climber,Tokyo,21356,282
female_climber,Tokyo,21417,282
female_climber,Tokyo,21479,282
female_climber,Tokyo,21541,282
female_climber,Tokyo,21603,282
female_climber,Tokyo,21665,282
female_climber,Tokyo,21727,282
female_climber,Tokyo,21789,282
female_climber,Tokyo,21851,282
female_climber,Tokyo,21913,282
female_climber,Tokyo,21974,282
female_climber,Tokyo,22036,282
female_climber,Tokyo,22097,282
female_climber,Tokyo,22157,282
female_climber,Tokyo,22217,282
baseline,Flanders,8,319
baseline,Flanders,54,319
baseline,Flanders,103,319
baseline,Flanders,153,319
baseline,Flanders,206,319
baseline,Flanders,259,319
baseline,Flanders,312,319
baseline,Flanders,366,319
baseline,Flanders,420,319
baseline,Flanders,474,319
baseline,Flanders,529,319
baseline,Flanders,583,319
baseline,Flanders,637,319
baseline,Flanders,691,319
baseline,Flanders,746,319
baseline,Flanders,800,319
baseline,Flanders,854,319
baseline,Flanders,909,319
baseline,Flanders,963,319
baseline,Flanders,1018,319
baseline,Flanders,1072,319
baseline,Flanders,1126,319
baseline,Flanders,1181,319
baseline,Flanders,1235,319
baseline,Flanders,1289,319
baseline,Flanders,1344,319
baseline,Flanders,1398,319
baseline,Flanders,1452,319
baseline,Flanders,1507,319
baseline,Flanders,1561,319
baseline,Flanders,1615,319
baseline,Flanders,1670,319
baseline,Flanders,1724,319
baseline,Flanders,1778,319
baseline,Flanders,1833,319
baseline,Flanders,1887,319
baseline,Flanders,1942,319
baseline,Flanders,1996,319
baseline,Flanders,2050,319
baseline,Flanders,2105,319
baseline,Flanders,2159,319
baseline,Flanders,2213,319
baseline,Flanders,2268,319
baseline,Flanders,2322,319
baseline,Flanders,2376,319
baseline,Flanders,2431,319
baseline,Flanders,2485,319
baseline,Flanders,2539,319
baseline,Flanders,2594,319
baseline,Flanders,2648,319
baseline,Flanders,2702,319
baseline,Flanders,2757,319
baseline,Flanders,2811,319
baseline,Flanders,2866,319
baseline,Flanders,2920,319
baseline,Flanders,2974,319
baseline,Flanders,3029,319
baseline,Flanders,3083,319
baseline,Flanders,3137,319
baseline,Flanders,3192,319
baseline,Flanders,3246,319
baseline,Flanders,3300,319
baseline,Flanders,3355,319
baseline,Flanders,3409,319
baseline,Flanders,3463,319
baseline,Flanders,3518,319
baseline,Flanders,3572,319
baseline,Flanders,3626,319
baseline,Flanders,3681,319
baseline,Flanders,3735,319
baseline,Flanders,3790,319
baseline,Flanders,3844,319
baseline,Flanders,3898,319
baseline,Flanders,3953,319
baseline,Flanders,4007,319
baseline,Flanders,4061,319
baseline,Flanders,4116,319
baseline,Flanders,4170,319
baseline,Flanders,4224,319
baseline,Flanders,4279,319
baseline,Flanders,4333,319
baseline,Flanders,4387,319
baseline,Flanders,4442,319
baseline,Flanders,4496,319
baseline,Flanders,4550,319
baseline,Flanders,4605,319
baseline,Flanders,4659,319
baseline,Flanders,4713,319
baseline,Flanders,4768,319
baseline,Flanders,4822,319
baseline,Flanders,4877,319
baseline,Flanders,4931,319
baseline,Flanders,4985,319
baseline,Flanders,5040,319
baseline,Flanders,5094,319
baseline,Flanders,5148,319
baseline,Flanders,5203,319
baseline,Flanders,5257,319
baseline,Flanders,5311,319
baseline,Flanders,5366,319
baseline,Flanders,5420,319
baseline,Flanders,5474,319
baseline,Flanders,5529,319
baseline,Flanders,5583,319
baseline,Flanders,5637,319
baseline,Flanders,5692,319
baseline,Flanders,5746,319
baseline,Flanders,5801,319
baseline,Flanders,5855,319
baseline,Flanders,5909,319
baseline,Flanders,5964,319
baseline,Flanders,6018,319
baseline,Flanders,6072,319
baseline,Flanders,6127,319
baseline,Flanders,6181,319
baseline,Flanders,6235,319
baseline,Flanders,6290,319
baseline,Flanders,6344,319
baseline,Flanders,6398,319
baseline,Flanders,6453,319
baseline,Flanders,6507,319
baseline,Flanders,6561,319
baseline,Flanders,6616,319
baseline,Flanders,6670,319
baseline,Flanders,6725,319
baseline,Flanders,6779,319
baseline,Flanders,6833,319
baseline,Flanders,6888,319
baseline,Flanders,6942,319
baseline,Flanders,6996,319
baseline,Flanders,7051,319
baseline,Flanders,7105,319
baseline,Flanders,7159,319
baseline,Flanders,7214,319
baseline,Flanders,7268,319
baseline,Flanders,7322,319
baseline,Flanders,7377,319
baseline,Flanders,7431,319
baseline,Flanders,7485,319
baseline,Flanders,7540,319
baseline,Flanders,7594,319
baseline,Flanders,7649,319
baseline,Flanders,7703,319
baseline,Flanders,7757,319
baseline,Flanders,7812,319
baseline,Flanders,7866,319
baseline,Flanders,7920,319
baseline,Flanders,7975,319
baseline,Flanders,8029,319
baseline,Flanders,8083,319
baseline,Flanders,8138,319
baseline,Flanders,8192,319
baseline,Flanders,8246,319
baseline,Flanders,8301,319
baseline,Flanders,8355,319
baseline,Flanders,8409,319
baseline,Flanders,8464,319
baseline,Flanders,8518,319
baseline,Flanders,8573,319
baseline,Flanders,8627,319
baseline,Flanders,8681,319
baseline,Flanders,8736,319
baseline,Flanders,8790,319
baseline,Flanders,8844,319
baseline,Flanders,8899,319
baseline,Flanders,8953,319
baseline,Flanders,9007,319
baseline,Flanders,9062,319
baseline,Flanders,9116,319
baseline,Flanders,9170,319
baseline,Flanders,9225,319
baseline,Flanders,9279,319
baseline,Flanders,9333,319
baseline,Flanders,9388,319
baseline,Flanders,9442,319
baseline,Flanders,9496,319
baseline,Flanders,9551,319
baseline,Flanders,9605,319
baseline,Flanders,9660,319
baseline,Flanders,9714,319
baseline,Flanders,9768,319
baseline,Flanders,9823,319
baseline,Flanders,9877,319
baseline,Flanders,9931,319
baseline,Flanders,9986,319
baseline,Flanders,10040,319
baseline,Flanders,10094,319
baseline,Flanders,10149,319
baseline,Flanders,10203,319
baseline,Flanders,10257,319
baseline,Flanders,10312,319
baseline,Flanders,10366,319
baseline,Flanders,10420,319
baseline,Flanders,10475,319
baseline,Flanders,10529,319
baseline,Flanders,10584,319
baseline,Flanders,10638,319
baseline,Flanders,10692,319
baseline,Flanders,10747,319
baseline,Flanders,10801,319
baseline,Flanders,10855,319
baseline,Flanders,10910,319
baseline,Flanders,10964,319
baseline,Flanders,11018,319
baseline,Flanders,11073,319
baseline,Flanders,11127,319
baseline,Flanders,11181,319
baseline,Flanders,11236,319
baseline,Flanders,11290,319
baseline,Flanders,11344,319
baseline,Flanders,11399,319
baseline,Flanders,11453,319
baseline,Flanders,11508,319
baseline,Flanders,11563,319
baseline,Flanders,11618,319
baseline,Flanders,11675,319
baseline,Flanders,11732,319
baseline,Flanders,11789,319
baseline,Flanders,11846,319
baseline,Flanders,11903,319
baseline,Flanders,11960,319
baseline,Flanders,12018,319
baseline,Flanders,12075,319
baseline,Flanders,12133,319
baseline,Flanders,12190,319
baseline,Flanders,12247,319
baseline,Flanders,12305,319
baseline,Flanders,12362,319
baseline,Flanders,12420,319
baseline,Flanders,12477,319
baseline,Flanders,12534,319
baseline,Flanders,12592,319
baseline,Flanders,12649,319
baseline,Flanders,12707,319
baseline,Flanders,12764,319
baseline,Flanders,12822,319
baseline,Flanders,12879,319
baseline,Flanders,12936,319
baseline,Flanders,12994,319
baseline,Flanders,13051,319
baseline,Flanders,13109,319
baseline,Flanders,13166,319
baseline,Flanders,13223,319
baseline,Flanders,13281,319
baseline,Flanders,13338,319
baseline,Flanders,13396,319
baseline,Flanders,13453,319
baseline,Flanders,13511,319
baseline,Flanders,13568,319
baseline,Flanders,13625,319
baseline,Flanders,13683,319
baseline,Flanders,13740,319
baseline,Flanders,13798,319
baseline,Flanders,13855,319
baseline,Flanders,13912,319
baseline,Flanders,13970,319
baseline,Flanders,14027,319
baseline,Flanders,14085,319
baseline,Flanders,14142,319
baseline,Flanders,14199,319
baseline,Flanders,14257,319
baseline,Flanders,14314,319
baseline,Flanders,14372,319
baseline,Flanders,14429,319
baseline,Flanders,14487,319
baseline,Flanders,14544,319
baseline,Flanders,14601,319
baseline,Flanders,14659,319
baseline,Flanders,14716,319
baseline,Flanders,14774,319
baseline,Flanders,14831,319
baseline,Flanders,14888,319
baseline,Flanders,14946,319
baseline,Flanders,15003,319
baseline,Flanders,15061,319
baseline,Flanders,15118,319
baseline,Flanders,15176,319
baseline,Flanders,15233,319
baseline,Flanders,15290,319
baseline,Flanders,15348,319
baseline,Flanders,15405,319
baseline,Flanders,15463,319
baseline,Flanders,15520,319
baseline,Flanders,15577,319
baseline,Flanders,15635,319
baseline,Flanders,15692,319
baseline,Flanders,15750,319
baseline,Flanders,15807,319
baseline,Flanders,15865,319
baseline,Flanders,15922,319
baseline,Flanders,15979,319
baseline,Flanders,16037,319
baseline,Flanders,16094,319
baseline,Flanders,16152,319
baseline,Flanders,16209,319
baseline,Flanders,16266,319
baseline,Flanders,16324,319
baseline,Flanders,16381,319
baseline,Flanders,16439,319
baseline,Flanders,16496,319
baseline,Flanders,16554,319
baseline,Flanders,16611,319
baseline,Flanders,16668,319
baseline,Flanders,16726,319
baseline,Flanders,16783,319
baseline,Flanders,16841,319
baseline,Flanders,16898,319
baseline,Flanders,16955,319
baseline,Flanders,17013,319
baseline,Flanders,17070,319
baseline,Flanders,17128,319
baseline,Flanders,17185,319
baseline,Flanders,17242,319
baseline,Flanders,17300,319
baseline,Flanders,17357,319
baseline,Flanders,17415,319
baseline,Flanders,17472,319
baseline,Flanders,17530,319
baseline,Flanders,17587,319
baseline,Flanders,17644,319
baseline,Flanders,17702,319
baseline,Flanders,17759,319
baseline,Flanders,17817,319
baseline,Flanders,17874,319
baseline,Flanders,17931,319
baseline,Flanders,17989,319
baseline,Flanders,18046,319
baseline,Flanders,18104,319
baseline,Flanders,18161,319
baseline,Flanders,18219,319
baseline,Flanders,18276,319
baseline,Flanders,18333,319
baseline,Flanders,18391,319
baseline,Flanders,18448,319
baseline,Flanders,18506,319
baseline,Flanders,18563,319
baseline,Flanders,18620,319
baseline,Flanders,18678,319
baseline,Flanders,18735,319
baseline,Flanders,18793,319
baseline,Flanders,18850,319
baseline,Flanders,18908,319
baseline,Flanders,18965,319
baseline,Flanders,19022,319
baseline,Flanders,19080,319
baseline,Flanders,19137,319
baseline,Flanders,19195,319
baseline,Flanders,19252,319
baseline,Flanders,19309,319
baseline,Flanders,19367,319
baseline,Flanders,19424,319
baseline,Flanders,19482,319
baseline,Flanders,19539,319
baseline,Flanders,19597,319
baseline,Flanders,19654,319
baseline,Flanders,19711,319
baseline,Flanders,19769,319
baseline,Flanders,19826,319
baseline,Flanders,19884,319
baseline,Flanders,19941,319
baseline,Flanders,19998,319
baseline,Flanders,20056,319
baseline,Flanders,20113,319
baseline,Flanders,20171,319
baseline,Flanders,20228,319
baseline,Flanders,20286,319
baseline,Flanders,20343,319
baseline,Flanders,20400,319
baseline,Flanders,20458,319
baseline,Flanders,20515,319
baseline,Flanders,20573,319
baseline,Flanders,20630,319
baseline,Flanders,20687,319
baseline,Flanders,20745,319
baseline,Flanders,20802,319
baseline,Flanders,20860,319
baseline,Flanders,20917,319
baseline,Flanders,20974,319
baseline,Flanders,21032,319
baseline,Flanders,21089,319
baseline,Flanders,21147,319
baseline,Flanders,21204,319
baseline,Flanders,21262,319
baseline,Flanders,21319,319
baseline,Flanders,21376,319
baseline,Flanders,21434,319
baseline,Flanders,21491,319
baseline,Flanders,21549,319
baseline,Flanders,21606,319
baseline,Flanders,21663,319
baseline,Flanders,21721,319
baseline,Flanders,21778,319
baseline,Flanders,21836,319
baseline,Flanders,21893,319
baseline,Flanders,21951,319
baseline,Flanders,22008,319
baseline,Flanders,22065,319
baseline,Flanders,22123,319
baseline,Flanders,22180,319
baseline,Flanders,22238,319
baseline,Flanders,22295,319
baseline,Flanders,22352,319
baseline,Flanders,22410,319
baseline,Flanders,22467,319
baseline,Flanders,22525,319
baseline,Flanders,22582,319
baseline,Flanders,22640,319
baseline,Flanders,22697,319
baseline,Flanders,22754,319
baseline,Flanders,22812,319
baseline,Flanders,22869,319
baseline,Flanders,22927,319
baseline,Flanders,22984,319
baseline,Flanders,23041,319
baseline,Flanders,23099,319
baseline,Flanders,23156,319
baseline,Flanders,23214,319
baseline,Flanders,23271,319
baseline,Flanders,23329,319
baseline,Flanders,23386,319
baseline,Flanders,23443,319
baseline,Flanders,23501,319
baseline,Flanders,23558,319
baseline,Flanders,23616,319
baseline,Flanders,23673,319
baseline,Flanders,23730,319
baseline,Flanders,23788,319
baseline,Flanders,23845,319
baseline,Flanders,23903,319
baseline,Flanders,23960,319
baseline,Flanders,24017,319
baseline,Flanders,24075,319
baseline,Flanders,24132,319
baseline,Flanders,24190,319
baseline,Flanders,24247,319
baseline,Flanders,24305,319
baseline,Flanders,24362,319
baseline,Flanders,24419,319
baseline,Flanders,24477,319
baseline,Flanders,24534,319
baseline,Flanders,24592,319
baseline,Flanders,24651,319
baseline,Flanders,24709,319
baseline,Flanders,24768,319
baseline,Flanders,24827,319
baseline,Flanders,24885,319
baseline,Flanders,24944,319
baseline,Flanders,25003,319
baseline,Flanders,25062,319
baseline,Flanders,25121,319
baseline,Flanders,25180,319
baseline,Flanders,25239,319
baseline,Flanders,25298,319
baseline,Flanders,25357,319
baseline,Flanders,25416,319
baseline,Flanders,25475,319
baseline,Flanders,25534,319
baseline,Flanders,25593,319
baseline,Flanders,25652,319
baseline,Flanders,25711,319
baseline,Flanders,25770,319
baseline,Flanders,25829,319
baseline,Flanders,25888,319
baseline,Flanders,25947,319
baseline,Flanders,26006,319
baseline,Flanders,26065,319
baseline,Flanders,26124,319
baseline,Flanders,26183,319
baseline,Flanders,26242,319
baseline,Flanders,26301,319
baseline,Flanders,26360,319
baseline,Flanders,26419,319
baseline,Flanders,26478,319
baseline,Flanders,26537,319
baseline,Flanders,26596,319
baseline,Flanders,26655,319
baseline,Flanders,26714,319
baseline,Flanders,26773,319
baseline,Flanders,26832,319
baseline,Flanders,26891,319
baseline,Flanders,26950,319
baseline,Flanders,27009,319
baseline,Flanders,27068,319
baseline,Flanders,27127,319
baseline,Flanders,27186,319
baseline,Flanders,27245,319
baseline,Flanders,27304,319
baseline,Flanders,27362,319
baseline,Flanders,27421,319
baseline,Flanders,27480,319
baseline,Flanders,27539,319
baseline,Flanders,27598,319
baseline,Flanders,27657,319
baseline,Flanders,27716,319
baseline,Flanders,27775,319
baseline,Flanders,27834,319
baseline,Flanders,27893,319
baseline,Flanders,27952,319
baseline,Flanders,28011,319
baseline,Flanders,28070,319
baseline,Flanders,28129,319
baseline,Flanders,28188,319
baseline,Flanders,28247,319
baseline,Flanders,28306,319
baseline,Flanders,28365,319
baseline,Flanders,28424,319
baseline,Flanders,28483,319
baseline,Flanders,28542,319
baseline,Flanders,28601,319
baseline,Flanders,28660,319
baseline,Flanders,28719,319
baseline,Flanders,28778,319
baseline,Flanders,28837,319
baseline,Flanders,28896,319
baseline,Flanders,28955,319
baseline,Flanders,29014,319
baseline,Flanders,29073,319
baseline,Flanders,29132,319
baseline,Flanders,29191,319
baseline,Flanders,29250,319
baseline,Flanders,29309,319
baseline,Flanders,29368,319
baseline,Flanders,29427,318
baseline,Flanders,29486,318
baseline,Flanders,29545,318
baseline,Flanders,29604,318
baseline,Flanders,29663,318
baseline,Flanders,29722,318
baseline,Flanders,29781,318
baseline,Flanders,29839,317
baseline,Flanders,29898,317
baseline,Flanders,29957,317
baseline,Flanders,30016,317
baseline,Flanders,30075,317
baseline,Flanders,30134,317
baseline,Flanders,30193,317
baseline,Flanders,30252,317
baseline,Flanders,30310,316
baseline,Flanders,30369,316
baseline,Flanders,30428,316
baseline,Flanders,30487,316
baseline,Flanders,30546,316
baseline,Flanders,30604,316
baseline,Flanders,30662,316
baseline,Flanders,30719,316
baseline,Flanders,30777,316
baseline,Flanders,30834,315
baseline,Flanders,30892,315
baseline,Flanders,30949,315
baseline,Flanders,31006,315
baseline,Flanders,31063,315
baseline,Flanders,31120,315
baseline,Flanders,31178,315
baseline,Flanders,31235,315
baseline,Flanders,31292,315
baseline,Flanders,31349,315
baseline,Flanders,31406,314
baseline,Flanders,31463,314
baseline,Flanders,31520,314
baseline,Flanders,31578,314
baseline,Flanders,31635,314
baseline,Flanders,31692,314
baseline,Flanders,31749,314
baseline,Flanders,31806,314
baseline,Flanders,31863,314
baseline,Flanders,31920,314
baseline,Flanders,31977,314
baseline,Flanders,32034,313
baseline,Flanders,32091,313
baseline,Flanders,32148,313
baseline,Flanders,32205,313
baseline,Flanders,32263,313
baseline,Flanders,32320,313
baseline,Flanders,32377,313
baseline,Flanders,32434,313
baseline,Flanders,32491,313
baseline,Flanders,32548,313
baseline,Flanders,32605,313
baseline,Flanders,32662,313
baseline,Flanders,32719,313
baseline,Flanders,32776,312
baseline,Flanders,32833,312
baseline,Flanders,32890,312
baseline,Flanders,32947,312
baseline,Flanders,33004,312
baseline,Flanders,33061,312
baseline,Flanders,33118,312
baseline,Flanders,33175,312
baseline,Flanders,33232,312
baseline,Flanders,33288,312
baseline,Flanders,33345,312
baseline,Flanders,33402,312
baseline,Flanders,33459,312
baseline,Flanders,33516,312
baseline,Flanders,33573,312
baseline,Flanders,33630,312
baseline,Flanders,33687,311
baseline,Flanders,33744,311
baseline,Flanders,33801,311
baseline,Flanders,33858,311
baseline,Flanders,33915,311
baseline,Flanders,33972,311
baseline,Flanders,34029,311
baseline,Flanders,34085,311
baseline,Flanders,34142,311
baseline,Flanders,34199,311
baseline,Flanders,34256,311
baseline,Flanders,34313,311
baseline,Flanders,34370,311
baseline,Flanders,34427,311
baseline,Flanders,34484,311
baseline,Flanders,34540,311
baseline,Flanders,34597,311
baseline,Flanders,34654,311
baseline,Flanders,34711,311
baseline,Flanders,34768,310
baseline,Flanders,34825,310
baseline,Flanders,34882,310
baseline,Flanders,34938,310
baseline,Flanders,34995,310
baseline,Flanders,35052,310
baseline,Flanders,35109,310
baseline,Flanders,35166,310
baseline,Flanders,35223,310
baseline,Flanders,35279,310
baseline,Flanders,35336,310
baseline,Flanders,35393,310
baseline,Flanders,35450,310
baseline,Flanders,35507,310
baseline,Flanders,35564,310
baseline,Flanders,35620,310
baseline,Flanders,35677,310
baseline,Flanders,35734,310
baseline,Flanders,35791,310
baseline,Flanders,35848,310
baseline,Flanders,35904,310
baseline,Flanders,35961,310
baseline,Flanders,36018,309
baseline,Flanders,36075,309
baseline,Flanders,36131,309
baseline,Flanders,36188,309
baseline,Flanders,36245,309
baseline,Flanders,36302,309
baseline,Flanders,36359,309
baseline,Flanders,36415,309
baseline,Flanders,36472,309
baseline,Flanders,36529,309
baseline,Flanders,36586,309
baseline,Flanders,36642,309
baseline,Flanders,36699,309
baseline,Flanders,36756,309
baseline,Flanders,36813,309
baseline,Flanders,36869,309
baseline,Flanders,36926,309
baseline,Flanders,36983,309
baseline,Flanders,37040,309
baseline,Flanders,37096,309
baseline,Flanders,37153,309
baseline,Flanders,37210,309
baseline,Flanders,37266,309
baseline,Flanders,37323,309
baseline,Flanders,37380,309
baseline,Flanders,37437,309
baseline,Flanders,37493,309
baseline,Flanders,37550,309
baseline,Flanders,37607,308
baseline,Flanders,37664,308
baseline,Flanders,37720,308
baseline,Flanders,37777,308
baseline,Flanders,37834,308
baseline,Flanders,37890,308
baseline,Flanders,37947,308
baseline,Flanders,38004,308
baseline,Flanders,38060,308
baseline,Flanders,38117,308
baseline,Flanders,38174,308
baseline,Flanders,38231,308
baseline,Flanders,38287,308
baseline,Flanders,38344,308
baseline,Flanders,38401,308
baseline,Flanders,38457,308
baseline,Flanders,38514,308
baseline,Flanders,38571,308
baseline,Flanders,38627,308
baseline,Flanders,38684,308
baseline,Flanders,38741,308
baseline,Flanders,38797,308
baseline,Flanders,38854,308
baseline,Flanders,38911,308
baseline,Flanders,38967,308
baseline,Flanders,39024,308
baseline,Flanders,39081,308
baseline,Flanders,39137,308
baseline,Flanders,39194,308
baseline,Flanders,39251,308
baseline,Flanders,39307,308
baseline,Flanders,39364,308
baseline,Flanders,39421,308
baseline,Flanders,39477,308
baseline,Flanders,39534,308
baseline,Flanders,39591,307
baseline,Flanders,39648,307
baseline,Flanders,39706,307
baseline,Flanders,39764,307
baseline,Flanders,39822,307
baseline,Flanders,39880,307
baseline,Flanders,39938,307
baseline,Flanders,39996,307
baseline,Flanders,40055,307
baseline,Flanders,40113,307
baseline,Flanders,40171,307
baseline,Flanders,40229,307
baseline,Flanders,40287,307
baseline,Flanders,40345,307
baseline,Flanders,40404,307
baseline,Flanders,40462,307
baseline,Flanders,40520,307
baseline,Flanders,40578,307
baseline,Flanders,40636,307
baseline,Flanders,40694,307
baseline,Flanders,40753,307
baseline,Flanders,40811,307
baseline,Flanders,40869,307
baseline,Flanders,40927,307
baseline,Flanders,40985,307
baseline,Flanders,41044,307
baseline,Flanders,41102,307
baseline,Flanders,41160,307
baseline,Flanders,41218,307
baseline,Flanders,41276,307
baseline,Flanders,41334,307
baseline,Flanders,41392,307
baseline,Flanders,41451,307
baseline,Flanders,41509,307
baseline,Flanders,41567,307
baseline,Flanders,41625,307
baseline,Flanders,41683,307
baseline,Flanders,41741,307
baseline,Flanders,41800,307
baseline,Flanders,41858,307
baseline,Flanders,41916,307
baseline,Flanders,41974,307
baseline,Flanders,42032,307
baseline,Flanders,42090,307
baseline,Flanders,42148,307
baseline,Flanders,42207,307
baseline,Flanders,42265,306
baseline,Flanders,42323,306
baseline,Flanders,42381,306
baseline,Flanders,42439,306
baseline,Flanders,42497,306
baseline,Flanders,42555,306
baseline,Flanders,42613,306
baseline,Flanders,42672,306
baseline,Flanders,42730,306
baseline,Flanders,42788,306
